DB,RunModel,DataModel,Ratio,Seed,MRR
UMLS,DistMult,random,104,101022850,0.7371414273819421
UMLS,DistMult,random,104,1466990855,0.7375625770507233
UMLS,DistMult,random,104,1859447115,0.7421946321829404
UMLS,DistMult,random,104,2164385946,0.7511899792088428
UMLS,DistMult,random,104,2376066489,0.7136670448795416
UMLS,DistMult,random,104,2430986565,0.7325046229227044
UMLS,DistMult,random,104,3087940365,0.7160200922238948
UMLS,DistMult,random,104,636282949,0.7102611713800197
UMLS,DistMult,random,104,694443915,0.7354006059683754
UMLS,DistMult,random,104,831769172,0.7542180615837807
UMLS,DistMult,random,156,101022850,0.7024262281704067
UMLS,DistMult,random,156,1466990855,0.7323665196525363
UMLS,DistMult,random,156,1859447115,0.7106966946511889
UMLS,DistMult,random,156,2164385946,0.7143634644346352
UMLS,DistMult,random,156,2376066489,0.6974471914329434
UMLS,DistMult,random,156,2430986565,0.7174464343676867
UMLS,DistMult,random,156,3087940365,0.7232732212443738
UMLS,DistMult,random,156,636282949,0.7019040181668444
UMLS,DistMult,random,156,694443915,0.7277517161944599
UMLS,DistMult,random,156,831769172,0.7211719598310378
UMLS,DistMult,random,208,101022850,0.6930331839910978
UMLS,DistMult,random,208,1466990855,0.717046543886084
UMLS,DistMult,random,208,1859447115,0.6946448559538339
UMLS,DistMult,random,208,2164385946,0.7126721741205757
UMLS,DistMult,random,208,2376066489,0.669409675284005
UMLS,DistMult,random,208,2430986565,0.685147363539741
UMLS,DistMult,random,208,3087940365,0.7138204184216816
UMLS,DistMult,random,208,636282949,0.6743393467704417
UMLS,DistMult,random,208,694443915,0.6771074240225913
UMLS,DistMult,random,208,831769172,0.7168430570086469
UMLS,DistMult,random,260,101022850,0.6632594303783419
UMLS,DistMult,random,260,1466990855,0.6868448593955476
UMLS,DistMult,random,260,1859447115,0.6754996366053002
UMLS,DistMult,random,260,2164385946,0.6940748913004584
UMLS,DistMult,random,260,2376066489,0.6721775535251253
UMLS,DistMult,random,260,2430986565,0.6510857968647565
UMLS,DistMult,random,260,3087940365,0.6727502711735012
UMLS,DistMult,random,260,636282949,0.655212807009816
UMLS,DistMult,random,260,694443915,0.6705675175352911
UMLS,DistMult,random,260,831769172,0.6883915184455855
UMLS,DistMult,random,312,101022850,0.6588207455249399
UMLS,DistMult,random,312,1466990855,0.6797611390376636
UMLS,DistMult,random,312,1859447115,0.6468120034297281
UMLS,DistMult,random,312,2164385946,0.6655838941407112
UMLS,DistMult,random,312,2376066489,0.6538631035221195
UMLS,DistMult,random,312,2430986565,0.6423036433963508
UMLS,DistMult,random,312,3087940365,0.6523107515450374
UMLS,DistMult,random,312,636282949,0.6312698191294542
UMLS,DistMult,random,312,694443915,0.6641725010269783
UMLS,DistMult,random,312,831769172,0.6660486451471912
UMLS,DistMult,random,365,101022850,0.6425707115451917
UMLS,DistMult,random,365,1466990855,0.6568560835488249
UMLS,DistMult,random,365,1859447115,0.6382465521206078
UMLS,DistMult,random,365,2164385946,0.6684265943167681
UMLS,DistMult,random,365,2376066489,0.636703246684219
UMLS,DistMult,random,365,2430986565,0.6367165974791825
UMLS,DistMult,random,365,3087940365,0.6599043447228995
UMLS,DistMult,random,365,636282949,0.6330610837544176
UMLS,DistMult,random,365,694443915,0.6598938514435675
UMLS,DistMult,random,365,831769172,0.6539307598453543
UMLS,DistMult,random,417,101022850,0.6190524492817384
UMLS,DistMult,random,417,1466990855,0.648845016834033
UMLS,DistMult,random,417,1859447115,0.630089131581268
UMLS,DistMult,random,417,2164385946,0.6404083364759914
UMLS,DistMult,random,417,2376066489,0.629846420458346
UMLS,DistMult,random,417,2430986565,0.6308262358787102
UMLS,DistMult,random,417,3087940365,0.6293808462824586
UMLS,DistMult,random,417,636282949,0.6150078677891015
UMLS,DistMult,random,417,694443915,0.6169476497725839
UMLS,DistMult,random,417,831769172,0.6486148116949405
UMLS,DistMult,random,469,101022850,0.6113663875194355
UMLS,DistMult,random,469,1466990855,0.6280574564770752
UMLS,DistMult,random,469,1859447115,0.5975382189008646
UMLS,DistMult,random,469,2164385946,0.6532221582889236
UMLS,DistMult,random,469,2376066489,0.6311574956662201
UMLS,DistMult,random,469,2430986565,0.5976290891432116
UMLS,DistMult,random,469,3087940365,0.5982254051932203
UMLS,DistMult,random,469,636282949,0.6060790190834998
UMLS,DistMult,random,469,694443915,0.6059750540024993
UMLS,DistMult,random,469,831769172,0.628287871445615
UMLS,DistMult,random,52,101022850,0.7631667523778898
UMLS,DistMult,random,52,1466990855,0.7424157899044175
UMLS,DistMult,random,52,1859447115,0.7585337811531653
UMLS,DistMult,random,52,2164385946,0.7774547172148112
UMLS,DistMult,random,52,2376066489,0.7286969146549
UMLS,DistMult,random,52,2430986565,0.7322510336225843
UMLS,DistMult,random,52,3087940365,0.757779156727308
UMLS,DistMult,random,52,636282949,0.738609349737302
UMLS,DistMult,random,52,694443915,0.7656391139433824
UMLS,DistMult,random,52,831769172,0.7631857323365041
UMLS,DistMult,random,521,101022850,0.6119894230394166
UMLS,DistMult,random,521,1466990855,0.6088077836041071
UMLS,DistMult,random,521,1859447115,0.6059666162842902
UMLS,DistMult,random,521,2164385946,0.5982202757897992
UMLS,DistMult,random,521,2376066489,0.6104516836567057
UMLS,DistMult,random,521,2430986565,0.5880649123170931
UMLS,DistMult,random,521,3087940365,0.5963952401364039
UMLS,DistMult,random,521,636282949,0.6062450509154276
UMLS,DistMult,random,521,694443915,0.6171864643493811
UMLS,DistMult,random,521,831769172,0.5935387513612363
UMLS,ComplEx,random,104,101022850,0.7862266344919341
UMLS,ComplEx,random,104,1466990855,0.8006179800722636
UMLS,ComplEx,random,104,1859447115,0.802015413023406
UMLS,ComplEx,random,104,2164385946,0.8108027049276928
UMLS,ComplEx,random,104,2376066489,0.7875021301549049
UMLS,ComplEx,random,104,2430986565,0.7899294989236205
UMLS,ComplEx,random,104,3087940365,0.7821497231744284
UMLS,ComplEx,random,104,636282949,0.7881959186456357
UMLS,ComplEx,random,104,694443915,0.7951127263914534
UMLS,ComplEx,random,104,831769172,0.7842142996673953
UMLS,ComplEx,random,156,101022850,0.7587408841242662
UMLS,ComplEx,random,156,1466990855,0.7764012891635377
UMLS,ComplEx,random,156,1859447115,0.769201470554364
UMLS,ComplEx,random,156,2164385946,0.7970998915713351
UMLS,ComplEx,random,156,2376066489,0.7792254702176795
UMLS,ComplEx,random,156,2430986565,0.7637555378421341
UMLS,ComplEx,random,156,3087940365,0.7606703137724008
UMLS,ComplEx,random,156,636282949,0.7734457347000538
UMLS,ComplEx,random,156,694443915,0.7808475732595187
UMLS,ComplEx,random,156,831769172,0.7659998108649009
UMLS,ComplEx,random,208,101022850,0.7577184659370364
UMLS,ComplEx,random,208,1466990855,0.7439228161618102
UMLS,ComplEx,random,208,1859447115,0.7349794752618685
UMLS,ComplEx,random,208,2164385946,0.7731917146493658
UMLS,ComplEx,random,208,2376066489,0.7396363748300222
UMLS,ComplEx,random,208,2430986565,0.7611652678976993
UMLS,ComplEx,random,208,3087940365,0.7629876891199893
UMLS,ComplEx,random,208,636282949,0.7458157618663049
UMLS,ComplEx,random,208,694443915,0.7589589266025586
UMLS,ComplEx,random,208,831769172,0.7641677806278289
UMLS,ComplEx,random,260,101022850,0.7200911519091905
UMLS,ComplEx,random,260,1466990855,0.7401640297125276
UMLS,ComplEx,random,260,1859447115,0.7155376400653467
UMLS,ComplEx,random,260,2164385946,0.7562733556782338
UMLS,ComplEx,random,260,2376066489,0.7333681506221699
UMLS,ComplEx,random,260,2430986565,0.7272479368944118
UMLS,ComplEx,random,260,3087940365,0.743472816732227
UMLS,ComplEx,random,260,636282949,0.7100033230118356
UMLS,ComplEx,random,260,694443915,0.7210880617864466
UMLS,ComplEx,random,260,831769172,0.7128652883368174
UMLS,ComplEx,random,312,101022850,0.7087053098644492
UMLS,ComplEx,random,312,1466990855,0.7257171754506703
UMLS,ComplEx,random,312,1859447115,0.7046549194658956
UMLS,ComplEx,random,312,2164385946,0.706823679196526
UMLS,ComplEx,random,312,2376066489,0.7277183630163451
UMLS,ComplEx,random,312,2430986565,0.7083728349364228
UMLS,ComplEx,random,312,3087940365,0.7144874674388281
UMLS,ComplEx,random,312,636282949,0.7083090441958269
UMLS,ComplEx,random,312,694443915,0.7138117031202282
UMLS,ComplEx,random,312,831769172,0.6867361674224256
UMLS,ComplEx,random,365,101022850,0.7073757461849597
UMLS,ComplEx,random,365,1466990855,0.7026894425442902
UMLS,ComplEx,random,365,1859447115,0.6828246649860927
UMLS,ComplEx,random,365,2164385946,0.7025213784479144
UMLS,ComplEx,random,365,2376066489,0.7028876116275171
UMLS,ComplEx,random,365,2430986565,0.6819067624661402
UMLS,ComplEx,random,365,3087940365,0.6888787926669003
UMLS,ComplEx,random,365,636282949,0.6822984612123636
UMLS,ComplEx,random,365,694443915,0.6919299262894781
UMLS,ComplEx,random,365,831769172,0.6997897349098877
UMLS,ComplEx,random,417,101022850,0.6607893741886681
UMLS,ComplEx,random,417,1466990855,0.6510412122531256
UMLS,ComplEx,random,417,1859447115,0.6600342793130156
UMLS,ComplEx,random,417,2164385946,0.6784540816364721
UMLS,ComplEx,random,417,2376066489,0.6728716678389098
UMLS,ComplEx,random,417,2430986565,0.691538551096791
UMLS,ComplEx,random,417,3087940365,0.6596923866022296
UMLS,ComplEx,random,417,636282949,0.6510216048746811
UMLS,ComplEx,random,417,694443915,0.6961436914117394
UMLS,ComplEx,random,417,831769172,0.6824708108622841
UMLS,ComplEx,random,469,101022850,0.6313452404706205
UMLS,ComplEx,random,469,1466990855,0.6275027733124958
UMLS,ComplEx,random,469,1859447115,0.6563866758512049
UMLS,ComplEx,random,469,2164385946,0.6970390997798354
UMLS,ComplEx,random,469,2376066489,0.6592958545889408
UMLS,ComplEx,random,469,2430986565,0.6499031824547056
UMLS,ComplEx,random,469,3087940365,0.6492630163420625
UMLS,ComplEx,random,469,636282949,0.6629114322707068
UMLS,ComplEx,random,469,694443915,0.6524031910945467
UMLS,ComplEx,random,469,831769172,0.653900954817134
UMLS,ComplEx,random,52,101022850,0.8109673146327254
UMLS,ComplEx,random,52,1466990855,0.8236932439504336
UMLS,ComplEx,random,52,1859447115,0.8162262699928844
UMLS,ComplEx,random,52,2164385946,0.8238931535406507
UMLS,ComplEx,random,52,2376066489,0.8257576935619484
UMLS,ComplEx,random,52,2430986565,0.8114232996602228
UMLS,ComplEx,random,52,3087940365,0.8134211657092104
UMLS,ComplEx,random,52,636282949,0.8137872417075821
UMLS,ComplEx,random,52,694443915,0.8163144362181249
UMLS,ComplEx,random,52,831769172,0.8149478067785773
UMLS,ComplEx,random,521,101022850,0.6195024785158258
UMLS,ComplEx,random,521,1466990855,0.6641995927579031
UMLS,ComplEx,random,521,1859447115,0.6571233225696683
UMLS,ComplEx,random,521,2164385946,0.6766129860356765
UMLS,ComplEx,random,521,2376066489,0.656187108098085
UMLS,ComplEx,random,521,2430986565,0.6344364911103969
UMLS,ComplEx,random,521,3087940365,0.6520257326049607
UMLS,ComplEx,random,521,636282949,0.6436322495274427
UMLS,ComplEx,random,521,694443915,0.6490280458738323
UMLS,ComplEx,random,521,831769172,0.6519699618211076
UMLS,QMult,random,104,101022850,0.7539534473486941
UMLS,QMult,random,104,1466990855,0.7868508000889304
UMLS,QMult,random,104,1859447115,0.78184949332794
UMLS,QMult,random,104,2164385946,0.7722875603591655
UMLS,QMult,random,104,2376066489,0.7783311089236338
UMLS,QMult,random,104,2430986565,0.7924501110324442
UMLS,QMult,random,104,3087940365,0.7560393975876765
UMLS,QMult,random,104,636282949,0.7691089835640259
UMLS,QMult,random,104,694443915,0.7789869881740359
UMLS,QMult,random,104,831769172,0.7922767353318494
UMLS,QMult,random,156,101022850,0.7566536501741207
UMLS,QMult,random,156,1466990855,0.7569565756808546
UMLS,QMult,random,156,1859447115,0.7550889030382487
UMLS,QMult,random,156,2164385946,0.7470695170109692
UMLS,QMult,random,156,2376066489,0.7737282709731591
UMLS,QMult,random,156,2430986565,0.7317487139328211
UMLS,QMult,random,156,3087940365,0.7317283794808254
UMLS,QMult,random,156,636282949,0.7463715444884755
UMLS,QMult,random,156,694443915,0.7603860408271645
UMLS,QMult,random,156,831769172,0.7592728909986546
UMLS,QMult,random,208,101022850,0.7395050149571983
UMLS,QMult,random,208,1466990855,0.7197025133892595
UMLS,QMult,random,208,1859447115,0.7472304939033312
UMLS,QMult,random,208,2164385946,0.7272121119955641
UMLS,QMult,random,208,2376066489,0.7224762787937535
UMLS,QMult,random,208,2430986565,0.7352586018730884
UMLS,QMult,random,208,3087940365,0.7084065568430736
UMLS,QMult,random,208,636282949,0.7188829210155073
UMLS,QMult,random,208,694443915,0.7179748464622661
UMLS,QMult,random,208,831769172,0.7387648517556028
UMLS,QMult,random,260,101022850,0.708561626200185
UMLS,QMult,random,260,1466990855,0.7150527864282056
UMLS,QMult,random,260,1859447115,0.7024167690559407
UMLS,QMult,random,260,2164385946,0.7219009700313763
UMLS,QMult,random,260,2376066489,0.711654391681244
UMLS,QMult,random,260,2430986565,0.7220841191288969
UMLS,QMult,random,260,3087940365,0.7176017292929608
UMLS,QMult,random,260,636282949,0.684430672508838
UMLS,QMult,random,260,694443915,0.6851791930154701
UMLS,QMult,random,260,831769172,0.7454215389219884
UMLS,QMult,random,312,101022850,0.6798235171630732
UMLS,QMult,random,312,1466990855,0.6870723758707409
UMLS,QMult,random,312,1859447115,0.6756710098703885
UMLS,QMult,random,312,2164385946,0.7119507622371253
UMLS,QMult,random,312,2376066489,0.7061803748471364
UMLS,QMult,random,312,2430986565,0.6846666563698208
UMLS,QMult,random,312,3087940365,0.6906460625398223
UMLS,QMult,random,312,636282949,0.6565573852336651
UMLS,QMult,random,312,694443915,0.6880800510616069
UMLS,QMult,random,312,831769172,0.7071939954056387
UMLS,QMult,random,365,101022850,0.6675292582484375
UMLS,QMult,random,365,1466990855,0.6794537331747416
UMLS,QMult,random,365,1859447115,0.6803164483661437
UMLS,QMult,random,365,2164385946,0.6941778891141522
UMLS,QMult,random,365,2376066489,0.679120605769976
UMLS,QMult,random,365,2430986565,0.6953419860421738
UMLS,QMult,random,365,3087940365,0.6611317956189379
UMLS,QMult,random,365,636282949,0.6650326731407464
UMLS,QMult,random,365,694443915,0.6721711119483186
UMLS,QMult,random,365,831769172,0.7075877294250468
UMLS,QMult,random,417,101022850,0.6323962367871291
UMLS,QMult,random,417,1466990855,0.6446779025605008
UMLS,QMult,random,417,1859447115,0.6644161230256659
UMLS,QMult,random,417,2164385946,0.6690703487590831
UMLS,QMult,random,417,2376066489,0.6638229870364626
UMLS,QMult,random,417,2430986565,0.6459883970999397
UMLS,QMult,random,417,3087940365,0.660438429727226
UMLS,QMult,random,417,636282949,0.6422807589852564
UMLS,QMult,random,417,694443915,0.6740249915081797
UMLS,QMult,random,417,831769172,0.6895606998687794
UMLS,QMult,random,469,101022850,0.6287751616065126
UMLS,QMult,random,469,1466990855,0.623177716125371
UMLS,QMult,random,469,1859447115,0.6148995381693022
UMLS,QMult,random,469,2164385946,0.637999779298044
UMLS,QMult,random,469,2376066489,0.6361403197348329
UMLS,QMult,random,469,2430986565,0.5988714201307546
UMLS,QMult,random,469,3087940365,0.6371216542166764
UMLS,QMult,random,469,636282949,0.635077525414346
UMLS,QMult,random,469,694443915,0.6481944423120571
UMLS,QMult,random,469,831769172,0.6382631973120668
UMLS,QMult,random,52,101022850,0.7849678720152217
UMLS,QMult,random,52,1466990855,0.7976507288531179
UMLS,QMult,random,52,1859447115,0.7898054560936401
UMLS,QMult,random,52,2164385946,0.7903654634316258
UMLS,QMult,random,52,2376066489,0.8049644027621625
UMLS,QMult,random,52,2430986565,0.7867629707969291
UMLS,QMult,random,52,3087940365,0.7889865223893417
UMLS,QMult,random,52,636282949,0.7840631777475136
UMLS,QMult,random,52,694443915,0.8223067160675946
UMLS,QMult,random,52,831769172,0.8205913420841172
UMLS,QMult,random,521,101022850,0.610176967366853
UMLS,QMult,random,521,1466990855,0.6272524231570513
UMLS,QMult,random,521,1859447115,0.6334237380022149
UMLS,QMult,random,521,2164385946,0.6727054375228163
UMLS,QMult,random,521,2376066489,0.636221791474759
UMLS,QMult,random,521,2430986565,0.6095341810388041
UMLS,QMult,random,521,3087940365,0.6035985228171857
UMLS,QMult,random,521,636282949,0.5979440760967043
UMLS,QMult,random,521,694443915,0.6247982212538351
UMLS,QMult,random,521,831769172,0.64823585555734
UMLS,DeCaL,random,104,101022850,0.7962017636204611
UMLS,DeCaL,random,104,1466990855,0.7829344981209162
UMLS,DeCaL,random,104,1859447115,0.7689574622907019
UMLS,DeCaL,random,104,2164385946,0.8308229078974356
UMLS,DeCaL,random,104,2376066489,0.785901703677628
UMLS,DeCaL,random,104,2430986565,0.7925777192667408
UMLS,DeCaL,random,104,3087940365,0.7901930428637367
UMLS,DeCaL,random,104,636282949,0.7814559500669248
UMLS,DeCaL,random,104,694443915,0.7691048607731822
UMLS,DeCaL,random,104,831769172,0.7737189994508924
UMLS,DeCaL,random,156,101022850,0.7792606100896606
UMLS,DeCaL,random,156,1466990855,0.751656696037561
UMLS,DeCaL,random,156,1859447115,0.7475899136502271
UMLS,DeCaL,random,156,2164385946,0.7871986300757452
UMLS,DeCaL,random,156,2376066489,0.7604041361031165
UMLS,DeCaL,random,156,2430986565,0.7653257479338658
UMLS,DeCaL,random,156,3087940365,0.7989325614830973
UMLS,DeCaL,random,156,636282949,0.737435560749567
UMLS,DeCaL,random,156,694443915,0.7432590214747776
UMLS,DeCaL,random,156,831769172,0.7311469452676841
UMLS,DeCaL,random,208,101022850,0.769608979754925
UMLS,DeCaL,random,208,1466990855,0.7225906794056661
UMLS,DeCaL,random,208,1859447115,0.7309880707108521
UMLS,DeCaL,random,208,2164385946,0.7341181239684175
UMLS,DeCaL,random,208,2376066489,0.7387329837244347
UMLS,DeCaL,random,208,2430986565,0.7576895276574273
UMLS,DeCaL,random,208,3087940365,0.7604381375031904
UMLS,DeCaL,random,208,636282949,0.7069535290986776
UMLS,DeCaL,random,208,694443915,0.7383332005890046
UMLS,DeCaL,random,208,831769172,0.7538808519623739
UMLS,DeCaL,random,260,101022850,0.7207902303116381
UMLS,DeCaL,random,260,1466990855,0.7286698089434586
UMLS,DeCaL,random,260,1859447115,0.6915619380391946
UMLS,DeCaL,random,260,2164385946,0.7443802525025984
UMLS,DeCaL,random,260,2376066489,0.7501684319189879
UMLS,DeCaL,random,260,2430986565,0.7308899277820319
UMLS,DeCaL,random,260,3087940365,0.7352502460212946
UMLS,DeCaL,random,260,636282949,0.7088395203044429
UMLS,DeCaL,random,260,694443915,0.7374309996704169
UMLS,DeCaL,random,260,831769172,0.7243981602996479
UMLS,DeCaL,random,312,101022850,0.7359348280213633
UMLS,DeCaL,random,312,1466990855,0.6979041079701843
UMLS,DeCaL,random,312,1859447115,0.6803509714728644
UMLS,DeCaL,random,312,2164385946,0.7223569338462955
UMLS,DeCaL,random,312,2376066489,0.6956690194133419
UMLS,DeCaL,random,312,2430986565,0.7053198943681281
UMLS,DeCaL,random,312,3087940365,0.7146462060473274
UMLS,DeCaL,random,312,636282949,0.6787803550678152
UMLS,DeCaL,random,312,694443915,0.7035364432744622
UMLS,DeCaL,random,312,831769172,0.7200728707419081
UMLS,DeCaL,random,365,101022850,0.6894097725470589
UMLS,DeCaL,random,365,1466990855,0.6786170298257904
UMLS,DeCaL,random,365,1859447115,0.6512258466096118
UMLS,DeCaL,random,365,2164385946,0.7076932832284096
UMLS,DeCaL,random,365,2376066489,0.6892471146572807
UMLS,DeCaL,random,365,2430986565,0.7034610380367322
UMLS,DeCaL,random,365,3087940365,0.6996951493812213
UMLS,DeCaL,random,365,636282949,0.686410441367814
UMLS,DeCaL,random,365,694443915,0.6850233769287964
UMLS,DeCaL,random,365,831769172,0.6870344072491922
UMLS,DeCaL,random,417,101022850,0.6806362016641271
UMLS,DeCaL,random,417,1466990855,0.6805896484195869
UMLS,DeCaL,random,417,1859447115,0.6538911480018001
UMLS,DeCaL,random,417,2164385946,0.6854030503990269
UMLS,DeCaL,random,417,2376066489,0.6663502734309983
UMLS,DeCaL,random,417,2430986565,0.6663319019910144
UMLS,DeCaL,random,417,3087940365,0.6797204398690991
UMLS,DeCaL,random,417,636282949,0.6707162986458858
UMLS,DeCaL,random,417,694443915,0.6762115571806286
UMLS,DeCaL,random,417,831769172,0.666734263467444
UMLS,DeCaL,random,469,101022850,0.6784867294320845
UMLS,DeCaL,random,469,1466990855,0.6482983896347827
UMLS,DeCaL,random,469,1859447115,0.6514284681362957
UMLS,DeCaL,random,469,2164385946,0.679596405156509
UMLS,DeCaL,random,469,2376066489,0.6813786165634104
UMLS,DeCaL,random,469,2430986565,0.6675584516238003
UMLS,DeCaL,random,469,3087940365,0.6833567422153382
UMLS,DeCaL,random,469,636282949,0.6527281636977944
UMLS,DeCaL,random,469,694443915,0.6799367403019977
UMLS,DeCaL,random,469,831769172,0.6649277468934575
UMLS,DeCaL,random,52,101022850,0.817477869016417
UMLS,DeCaL,random,52,1466990855,0.7675817337495235
UMLS,DeCaL,random,52,1859447115,0.7898490533927618
UMLS,DeCaL,random,52,2164385946,0.818680074639082
UMLS,DeCaL,random,52,2376066489,0.8200696263603021
UMLS,DeCaL,random,52,2430986565,0.8127040949669605
UMLS,DeCaL,random,52,3087940365,0.8126645382277337
UMLS,DeCaL,random,52,636282949,0.7986910892452868
UMLS,DeCaL,random,52,694443915,0.7988380417278631
UMLS,DeCaL,random,52,831769172,0.7881284104381248
UMLS,DeCaL,random,521,101022850,0.6485455059811353
UMLS,DeCaL,random,521,1466990855,0.6583098607579645
UMLS,DeCaL,random,521,1859447115,0.6559128006299443
UMLS,DeCaL,random,521,2164385946,0.6477631421728769
UMLS,DeCaL,random,521,2376066489,0.6479767654775505
UMLS,DeCaL,random,521,2430986565,0.6519730172663603
UMLS,DeCaL,random,521,3087940365,0.6592008231935306
UMLS,DeCaL,random,521,636282949,0.6515446139511727
UMLS,DeCaL,random,521,694443915,0.6564640361372918
UMLS,DeCaL,random,521,831769172,0.6588107688821728
